# Archivo de demandas por barra (plpdem.dat)
# Numero de barras
241
# Nombre de la Barra
'Coronel066'
# Numero de Demandas
234
# Mes  Etapa   Demanda
   08    184     97.64
   08    185    124.33
   08    186    128.05
   09    187    100.69
   09    188    125.67
   09    189    129.91
   10    190     84.95
   10    191    108.28
   10    192    110.17
   11    193     91.37
   11    194    116.65
   11    195    117.84
   12    196     92.04
   12    197    118.27
   12    198    121.05
   01    199     94.48
   01    200    118.00
   01    201    126.52
   02    202     88.96
   02    203    108.65
   02    204    123.05
   03    205     92.28
   03    206    115.30
   03    207    124.58
   04    208     92.72
   04    209    114.05
   04    210    124.87
   05    211     95.97
   05    212    119.84
   05    213    129.80
   06    214     97.35
   06    215    121.18
   06    216    128.31
   07    217     99.42
   07    218    123.90
   07    219    129.50
   08    220    101.10
   08    221    128.82
   08    222    132.96
   09    223    103.62
   09    224    129.50
   09    225    133.64
   10    226     85.26
   10    227    108.71
   10    228    110.59
   11    229     91.37
   11    230    116.65
   11    231    117.84
   12    232     94.94
   12    233    121.93
   12    234    124.69
# Nombre de la Barra
'SCristobal110'
# Numero de Demandas
234
# Mes  Etapa   Demanda
   07    001    203.48
   07    002    184.55
   07    003    206.45
   07    004    252.08
   07    005    276.43
   07    006    285.93
   07    007    280.52
   07    008    255.29
   07    009    242.88
   07    010    230.49
   07    011    202.10
   07    012    183.56
   07    013    206.12
   07    014    251.99
   07    015    275.86
   07    016    285.00
   07    017    279.52
   07    018    253.99
   07    019    241.10
   07    020    228.69
   07    021    198.44
   07    022    182.77
   07    023    238.46
   07    024    271.88
   07    025    232.80
   07    026    196.18
   07    027    180.04
   07    028    229.53
   07    029    263.07
   07    030    229.18
   08    031    186.05
   08    032    266.12
   08    033    234.43
   08    034    189.64
   08    035    266.51
   08    036    232.72
   08    037    198.68
   08    038    284.40
   08    039    246.91
   08    040    199.87
   08    041    280.35
   08    042    247.99
   09    043    196.92
   09    044    282.88
   09    045    245.79
   09    046    203.08
   09    047    286.15
   09    048    253.43
   09    049    200.52
   09    050    289.23
   09    051    250.03
   09    052    189.17
   09    053    267.49
   09    054    237.01
   10    055    194.28
   10    056    281.32
   10    057    249.36
   10    058    205.61
   10    059    310.22
   10    060    264.12
   10    061    196.65
   10    062    296.32
   10    063    252.26
   10    064    199.74
   10    065    292.52
   10    066    252.67
   11    067    195.96
   11    068    287.73
   11    069    248.89
   11    070    196.28
   11    071    288.04
   11    072    249.14
   11    073    195.81
   11    074    287.09
   11    075    248.31
   11    076    193.45
   11    077    283.23
   11    078    244.96
   12    079    196.58
   12    080    284.66
   12    081    247.85
   12    082    192.24
   12    083    272.98
   12    084    242.52
   12    085    189.96
   12    086    280.30
   12    087    242.31
   12    088    189.51
   12    089    275.18
   12    090    238.24
   01    091    184.80
   01    092    258.54
   01    093    232.40
   02    094    187.91
   02    095    267.77
   02    096    246.71
   03    097    209.31
   03    098    301.65
   03    099    275.80
   04    100    188.58
   04    101    265.28
   04    102    240.50
   05    103    184.31
   05    104    260.95
   05    105    237.36
   06    106    205.43
   06    107    279.86
   06    108    247.22
   07    109    206.25
   07    110    286.12
   07    111    249.46
   08    112    206.48
   08    113    295.83
   08    114    257.81
   09    115    211.52
   09    116    301.46
   09    117    264.18
   10    118    196.28
   10    119    288.77
   10    120    250.79
   11    121    196.96
   11    122    288.84
   11    123    249.83
   12    124    199.88
   12    125    290.18
   12    126    253.09
   01    127    198.47
   01    128    278.24
   01    129    248.74
   02    130    195.64
   02    131    281.67
   02    132    258.36
   03    133    214.72
   03    134    304.17
   03    135    280.48
   04    136    202.84
   04    137    284.01
   04    138    259.01
   05    139    200.39
   05    140    286.10
   05    141    258.70
   06    142    218.57
   06    143    297.77
   06    144    263.09
   07    145    219.25
   07    146    302.50
   07    147    264.57
   08    148    221.59
   08    149    316.31
   08    150    275.55
   09    151    225.63
   09    152    323.54
   09    153    282.62
   10    154    191.43
   10    155    284.65
   10    156    246.14
   11    157    185.20
   11    158    272.02
   11    159    234.90
   12    160    207.02
   12    161    300.69
   12    162    260.67
   01    163    214.98
   01    164    297.18
   01    165    269.39
   02    166    204.52
   02    167    296.84
   02    168    269.48
   03    169    220.03
   03    170    313.23
   03    171    288.72
   04    172    219.71
   04    173    308.95
   04    174    282.23
   05    175    219.70
   05    176    313.10
   05    177    283.31
   06    178    226.87
   06    179    304.92
   06    180    271.39
   07    181    222.91
   07    182    308.88
   07    183    270.77
   08    184    226.84
   08    185    323.75
   08    186    282.07
   09    187    234.72
   09    188    328.90
   09    189    291.04
   10    190    195.90
   10    191    292.82
   10    192    251.58
   11    193    204.48
   11    194    299.91
   11    195    259.41
   12    196    215.01
   12    197    308.25
   12    198    270.77
   01    199    219.39
   01    200    307.19
   01    201    275.94
   02    202    214.32
   02    203    308.52
   02    204    281.58
   03    205    230.01
   03    206    329.27
   03    207    302.43
   04    208    229.37
   04    209    318.45
   04    210    294.16
   05    211    228.37
   05    212    325.41
   05    213    294.44
   06    214    236.36
   06    215    314.89
   06    216    283.27
   07    217    229.11
   07    218    321.05
   07    219    278.66
   08    220    234.59
   08    221    332.25
   08    222    291.39
   09    223    239.11
   09    224    339.75
   09    225    299.58
   10    226    197.05
   10    227    294.52
   10    228    253.01
   11    229    204.48
   11    230    299.91
   11    231    259.41
   12    232    221.73
   12    233    318.14
   12    234    278.68
# Nombre de la Barra
'Linares154'
# Numero de Demandas
234
# Mes  Etapa   Demanda
   07    001     29.64
   07    002     25.19
   07    003     30.99
   07    004     39.75
   07    005     43.16
   07    006     41.83
   07    007     40.69
   07    008     38.04
   07    009     42.06
   07    010     40.11
   07    011     29.21
   07    012     24.86
   07    013     30.80
   07    014     39.56
   07    015     42.87
   07    016     41.50
   07    017     40.40
   07    018     37.63
   07    019     41.48
   07    020     39.55
   07    021     27.96
   07    022     24.51
   07    023     36.54
   07    024     40.16
   07    025     40.41
   07    026     27.88
   07    027     24.32
   07    028     35.23
   07    029     39.22
   07    030     40.09
   08    031     33.53
   08    032     50.24
   08    033     48.22
   08    034     34.80
   08    035     51.70
   08    036     48.39
   08    037     36.17
   08    038     54.39
   08    039     51.04
   08    040     36.22
   08    041     53.59
   08    042     51.13
   09    043     46.66
   09    044     66.10
   09    045     63.94
   09    046     48.14
   09    047     66.95
   09    048     65.62
   09    049     47.51
   09    050     67.44
   09    051     64.96
   09    052     45.35
   09    053     63.20
   09    054     62.10
   10    055     42.64
   10    056     64.34
   10    057     62.14
   10    058     44.81
   10    059     69.73
   10    060     65.93
   10    061     42.66
   10    062     66.34
   10    063     62.67
   10    064     43.57
   10    065     66.65
   10    066     63.12
   11    067     43.13
   11    068     64.94
   11    069     60.94
   11    070     43.11
   11    071     64.89
   11    072     60.87
   11    073     42.86
   11    074     64.48
   11    075     60.43
   11    076     42.13
   11    077     63.33
   11    078     59.29
   12    079     38.06
   12    080     55.82
   12    081     52.57
   12    082     36.83
   12    083     53.42
   12    084     51.17
   12    085     36.52
   12    086     54.61
   12    087     51.30
   12    088     36.62
   12    089     53.71
   12    090     50.37
   01    091     33.07
   01    092     47.75
   01    093     40.61
   02    094     29.71
   02    095     45.35
   02    096     43.34
   03    097     31.02
   03    098     49.10
   03    099     46.37
   04    100     27.15
   04    101     42.49
   04    102     42.08
   05    103     26.40
   05    104     39.32
   05    105     40.62
   06    106     29.28
   06    107     40.40
   06    108     42.04
   07    109     29.12
   07    110     42.83
   07    111     42.21
   08    112     37.60
   08    113     56.56
   08    114     53.34
   09    115     50.27
   09    116     70.61
   09    117     68.73
   10    118     42.74
   10    119     65.34
   10    120     62.30
   11    121     43.16
   11    122     64.93
   11    123     60.87
   12    124     38.40
   12    125     56.56
   12    126     53.52
   01    127     35.51
   01    128     51.35
